subject_id,speed,impulse_ns_left,impulse_ns_right,loading_rate_left,loading_rate_right,mean_ap_force_left,mean_ap_force_right,mean_ml_force_left,mean_ml_force_right,mean_vgrf_left,mean_vgrf_right,peak_ap_force_left,peak_ap_force_right,peak_ml_force_left,peak_ml_force_right,peak_vgrf_left,peak_vgrf_right,stance_duration_ms_left,stance_duration_ms_right,ai_stance_duration_ms,ai_peak_vgrf,ai_mean_vgrf,ai_impulse_ns,ai_loading_rate
GP11,1.2,313.7169122123879,307.78577845649124,2.025681195952421,1.9904582363826568,54.68977764319781,52.73515695039569,21.67780486872749,21.418719372273515,468.3119257142951,457.22087546718126,124.35626722413794,118.03980815789474,42.64686072413793,45.81664880701754,713.1481149137932,678.5213473684211,669.5172413793103,674.578947368421,0.7531761538326488,4.9762919261858585,2.396684425004856,1.908642985765183,1.7540705527389548
GP11,1.3,308.2932801918667,288.86214057045834,2.2814193273663417,2.173453199098456,61.737707842965435,60.37079509822362,20.62213467114064,20.76657664024918,471.8523096096787,459.44226668062714,139.19248066666665,133.88767635000002,45.13411206666667,47.81188506666667,757.3193186666666,718.5576518666666,655.8166666666667,628.6833333333333,4.224730764240317,5.2526962035315155,2.6651165474377354,6.507900270453105,4.847102925010686
GP11,1.4,304.68365698642623,277.80591258587094,2.4019104858919675,2.344444268572575,65.43450005924528,64.03854494032151,20.835201522474144,21.169725578131626,470.0803771459145,458.22469268032836,150.69711127868854,141.75107238709677,48.5325751147541,49.05061788709677,787.3522649344262,745.8101964032257,652.5409836065573,605.983870967742,7.398679886153463,5.419134576900076,2.5542647241612353,9.228575344375924,2.4214885019008503
GP11,1.5,288.86285973544534,266.56250607156153,2.6345294031212383,2.5044965600896196,66.31043076633338,63.817115848282334,23.551706064737544,24.00547708976307,470.560481899773,456.1696298817602,156.1014815625,143.83375384615383,55.11612359375,54.44338518461539,807.250934625,759.3991018615384,612.546875,583.8,4.805775916788356,6.108809453166305,3.1057266479337864,8.030009083752374,5.060602688622136
GP11,1.6,282.8044496247231,260.32908800592537,2.752635543108692,2.6855869639667,70.68816698607573,68.90155614744637,22.59515086731068,22.61365968208959,471.20467830438395,459.0563717601161,165.06663984615383,155.13267217910447,56.45823204615385,54.37977185074627,838.1531503538462,794.4742440447761,602.4769230769231,564.5074626865671,6.507278221295949,5.3507501416340055,2.611805910486205,8.276182581854043,2.4658269886808792
GP11,1.7,267.7041918215145,252.43012449699276,2.9596464594730096,2.967106051105914,74.92791612083354,68.39767883623422,22.291414805190456,22.41132744918998,473.89480974322106,459.74146678949336,174.72104860869567,155.51951047826088,55.52249931884057,56.389365536231885,873.5128748985508,823.5397861014492,563.4492753623189,547.9130434782609,2.7958896249543628,5.889397535566691,3.031875112284561,5.873124247071834,0.25172610530268696
GP12,0.6,417.1302673017209,438.8149606872857,1.2277174155466597,1.2483437887268458,28.207603059750078,29.6700345595506,22.1417071471303,21.57912465846501,445.4781116726918,454.0339855741189,58.07665144186046,60.48993514285714,38.58316051162791,36.46619366666667,615.7082959767442,624.9652172380952,933.7441860465116,966.6904761904761,3.4672373429753947,1.4922412968041021,1.9023365950529332,5.066841353041205,1.666063273766112
GP12,0.7,385.4608299119787,387.9865140495638,1.3639429869396613,1.4067769504236411,31.105256996642186,31.048393071237836,22.7065882469793,22.61114120056514,451.44716859086714,455.2723620542332,66.28818740425532,65.50759080851064,37.747924000000005,38.148071829787234,619.0312513404256,625.4538015319149,854.3617021276596,852.4893617021277,0.21939118944927513,1.0321618852176222,0.8437434805544732,0.6530978889005566,3.0919013435000644
GP12,0.8,375.18806173035716,367.83675349223466,1.3942371384488677,1.510629764704218,36.790719787037226,35.888585126426804,24.41789351720217,24.204388233165016,459.5571257976766,457.9485057996004,78.52518489795918,76.5673486122449,41.427557816326534,41.42743948979592,623.3214197959184,629.6176670612244,816.9183673469388,802.795918367347,1.743819771690645,1.0050364509099177,0.350650708328771,1.978751742206695,8.013628860517622
GP12,0.9,341.5400265268491,352.16379461580766,1.5527745418308145,1.585804572498311,39.84261613907691,39.42150705351305,24.630817805818694,24.054403581800166,456.1724882039246,464.7044320454895,86.60364201886793,84.6538711346154,42.628772226415094,43.27112375,634.2416341698113,641.3983870384616,743.7924528301887,757.8461538461538,1.8717820590762384,1.122064649848709,1.8530041646073643,3.0629117975620446,2.104776044465386
